Date,Open,High,Low,Close
10/17/2021,"61,013","61,408","59,071","59,472"
10/16/2021,"62,496","62,526","60,184","61,024"
10/15/2021,"57,449","62,719","56,896","62,496"
10/14/2021,"56,988","58,488","56,916","57,491"
10/13/2021,"55,364","57,479","54,325","56,988"
10/12/2021,"57,390","57,631","54,404","55,364"
10/11/2021,"55,425","57,767","54,445","57,390"
10/10/2021,"54,651","56,370","54,211","55,425"
10/09/2021,"53,951","55,410","53,738","54,651"
10/08/2021,"54,205","55,981","53,659","53,951"
10/07/2021,"54,903","55,588","53,496","54,205"
10/06/2021,"51,378","55,399","50,476","54,903"
10/05/2021,"49,016","51,757","48,595","51,378"
10/04/2021,"48,465","49,491","46,993","49,016"
10/03/2021,"48,045","49,158","47,139","48,552"
10/02/2021,"48,139","48,441","47,480","48,045"
10/01/2021,"43,432","48,122","43,302","48,110"
09/30/2021,"41,133","44,110","40,984","43,432"
09/29/2021,"41,792","42,538","40,806","41,114"
09/28/2021,"42,708","43,364","41,145","41,792"
09/27/2021,"43,607","44,318","42,689","42,696"
09/26/2021,"42,719","43,695","40,827","43,607"
09/25/2021,"43,001","43,162","41,750","42,719"
09/24/2021,"44,679","45,076","40,944","43,001"
09/23/2021,"43,445","44,932","43,051","44,679"
09/22/2021,"40,971","43,988","39,721","43,445"
09/21/2021,"43,489","43,904","40,391","40,971"
09/20/2021,"47,588","47,660","42,636","43,489"
09/19/2021,"48,008","48,359","47,182","47,588"
09/18/2021,"47,028","48,797","46,828","48,008"
09/17/2021,"47,102","48,167","46,775","47,028"
09/16/2021,"47,941","48,497","47,063","47,102"
09/15/2021,"46,828","48,436","46,418","47,948"
09/14/2021,"45,186","46,926","44,724","46,828"
09/13/2021,"45,023","46,697","43,561","45,144"
09/12/2021,"45,317","46,198","44,781","45,023"
09/11/2021,"45,094","46,000","44,304","45,333"
09/10/2021,"46,265","47,041","44,879","45,094"
09/09/2021,"46,154","47,384","45,586","46,268"
09/08/2021,"46,825","47,357","44,548","46,154"
09/07/2021,"51,930","52,918","43,917","46,777"
09/06/2021,"51,753","52,142","51,044","51,930"
09/05/2021,"50,195","51,652","49,527","51,652"
09/04/2021,"50,152","50,543","49,535","50,195"
09/03/2021,"49,553","50,999","48,379","50,184"
09/02/2021,"48,271","50,333","48,268","49,556"
09/01/2021,"47,008","48,953","46,567","48,279"
08/31/2021,"48,670","48,679","46,725","46,996"
08/30/2021,"48,927","49,394","47,500","48,670"
08/29/2021,"48,760","49,605","47,922","48,897"
08/28/2021,"48,913","49,306","48,405","48,760"
08/27/2021,"47,048","49,076","46,383","48,946"
08/26/2021,"48,721","49,372","46,444","47,048"
08/25/2021,"48,364","49,147","47,193","48,748"
08/24/2021,"49,525","49,852","47,856","48,364"
08/23/2021,"48,425","50,478","48,315","49,509"
08/22/2021,"49,070","49,466","48,225","48,425"
08/21/2021,"48,653","49,799","48,374","48,988"
08/20/2021,"46,587","48,993","46,361","48,653"
08/19/2021,"44,593","46,831","44,016","46,568"
08/18/2021,"45,017","45,965","44,283","44,593"
08/17/2021,"46,065","47,140","44,601","45,017"
08/16/2021,"46,750","48,047","45,728","46,065"
08/15/2021,"46,665","47,349","45,615","46,750"
08/14/2021,"47,545","48,103","46,201","46,665"
08/13/2021,"44,440","47,775","43,912","47,545"
08/12/2021,"46,340","46,391","43,844","44,440"
08/11/2021,"45,627","46,752","45,276","46,340"
08/10/2021,"45,482","46,608","44,695","45,627"
08/09/2021,"43,855","46,431","42,832","45,482"
08/08/2021,"43,945","45,276","43,331","43,855"
08/07/2021,"42,696","44,557","42,404","43,945"
08/06/2021,"40,908","43,314","39,942","42,673"
08/05/2021,"39,745","41,367","37,454","40,908"
08/04/2021,"38,113","39,851","37,558","39,706"
08/03/2021,"38,861","39,773","37,768","38,113"
08/02/2021,"41,310","41,313","38,720","38,857"
08/01/2021,"41,516","42,551","40,694","41,310"
07/31/2021,"40,860","42,247","40,693","41,516"
07/30/2021,"39,722","41,290","38,389","40,860"
07/29/2021,"40,068","40,630","39,337","39,722"
07/28/2021,"38,000","40,830","37,988","40,068"
07/27/2021,"37,598","38,732","36,453","38,000"
07/26/2021,"34,481","40,502","34,455","37,598"
07/25/2021,"33,919","34,800","33,851","34,481"
07/24/2021,"32,477","34,518","32,476","33,919"
07/23/2021,"32,257","32,879","32,038","32,477"
07/22/2021,"31,864","32,597","31,716","32,257"
07/21/2021,"29,864","32,800","29,513","31,864"
07/20/2021,"30,793","31,004","29,336","29,864"
07/19/2021,"31,663","31,920","30,568","30,793"
07/18/2021,"31,755","32,404","31,159","31,663"
07/17/2021,"31,850","31,932","31,224","31,755"
07/16/2021,"31,748","32,233","31,085","31,850"
07/15/2021,"32,811","33,162","31,174","31,748"
07/14/2021,"32,519","33,066","31,628","32,811"
07/13/2021,"32,833","33,315","32,239","32,519"
07/12/2021,"33,859","34,611","32,660","32,833"
07/11/2021,"33,329","34,077","33,279","33,859"
07/10/2021,"33,508","34,229","33,098","33,329"
07/09/2021,"32,788","33,667","32,302","33,508"
07/08/2021,"34,550","34,550","32,142","32,788"
07/07/2021,"33,941","35,040","33,724","34,550"
07/06/2021,"33,847","35,058","33,601","33,941"
07/05/2021,"35,542","35,945","33,171","33,847"
07/04/2021,"34,715","35,679","34,297","35,542"
07/03/2021,"33,124","34,926","33,106","34,715"
07/02/2021,"33,411","33,955","32,747","33,124"
07/01/2021,"34,585","35,203","32,819","33,411"
06/30/2021,"36,156","36,301","34,075","34,585"
06/29/2021,"34,682","36,548","34,142","36,156"
06/28/2021,"32,648","35,224","32,493","34,721"
06/27/2021,"31,315","33,555","30,968","32,648"
06/26/2021,"32,212","32,638","30,190","31,329"
06/25/2021,"34,858","35,496","31,508","32,212"
06/24/2021,"33,066","35,228","32,364","34,857"
06/23/2021,"32,895","34,789","31,772","33,066"
06/22/2021,"32,622","33,240","29,002","32,895"
06/21/2021,"35,853","35,905","31,822","32,622"
06/20/2021,"36,193","36,193","33,400","35,853"
06/19/2021,"35,493","36,396","34,888","36,193"
06/18/2021,"37,752","38,186","35,204","35,493"
06/17/2021,"38,550","39,510","37,448","37,752"
06/16/2021,"39,943","40,473","38,364","38,550"
06/15/2021,"39,836","41,289","39,612","39,949"
06/14/2021,"40,926","40,926","39,382","39,809"
06/13/2021,"36,041","38,830","34,982","38,830"
06/12/2021,"37,331","37,342","35,509","36,041"
06/11/2021,"36,410","37,537","36,217","37,331"
06/10/2021,"36,387","38,389","35,850","36,410"
06/09/2021,"33,625","36,825","32,466","36,406"
06/08/2021,"34,454","34,630","31,101","33,638"
06/07/2021,"35,938","36,767","34,155","34,471"
06/06/2021,"35,857","36,454","34,874","35,897"
06/05/2021,"37,071","37,942","35,396","35,826"
06/04/2021,"38,691","39,277","35,626","37,071"
06/03/2021,"37,739","39,469","37,249","38,693"
06/02/2021,"36,313","38,213","35,976","37,739"
06/01/2021,"36,677","37,852","35,792","36,330"
05/31/2021,"36,080","37,465","34,230","36,677"
05/30/2021,"34,266","36,354","33,554","36,115"
05/29/2021,"35,260","37,236","33,687","34,266"
05/28/2021,"38,476","39,189","35,201","35,245"
05/27/2021,"38,756","40,401","37,266","38,476"
05/26/2021,"37,656","40,859","37,526","38,731"
05/25/2021,"39,067","39,845","36,553","37,656"
05/24/2021,"33,791","39,831","33,715","38,999"
05/23/2021,"38,093","38,397","31,228","33,791"
05/22/2021,"35,250","38,800","33,623","38,086"
05/21/2021,"40,108","42,124","35,263","35,263"
05/20/2021,"38,468","42,569","35,132","40,108"
05/19/2021,"43,367","43,569","30,445","38,390"
05/18/2021,"44,853","45,816","42,539","43,318"
05/17/2021,"44,062","46,552","42,162","44,843"
05/16/2021,"48,266","49,812","43,893","44,062"
05/15/2021,"49,351","50,661","47,128","48,255"
05/14/2021,"49,253","51,543","48,528","49,351"
05/13/2021,"54,540","54,820","46,710","49,253"
05/12/2021,"56,942","57,977","53,646","54,540"
05/11/2021,"55,328","56,949","54,612","56,942"
05/10/2021,"58,001","59,552","54,000","55,328"
05/09/2021,"59,014","59,318","56,530","57,982"
05/08/2021,"57,713","59,556","56,915","59,014"
05/07/2021,"55,987","58,683","55,350","57,699"
05/06/2021,"56,863","58,334","55,427","55,987"
05/05/2021,"54,842","57,909","53,058","56,854"
05/04/2021,"56,821","57,465","53,330","54,842"
05/03/2021,"57,016","58,973","56,306","56,826"
05/02/2021,"57,685","57,948","56,130","57,016"
05/01/2021,"56,812","58,459","56,726","57,700"
04/30/2021,"52,991","57,295","52,871","56,803"
04/29/2021,"54,456","55,191","52,408","53,006"
04/28/2021,"55,180","56,369","53,913","54,456"
04/27/2021,"53,297","55,289","52,689","55,067"
04/26/2021,"48,065","54,363","47,110","53,297"
04/25/2021,"50,955","51,113","48,075","48,075"
04/24/2021,"50,556","51,215","48,821","50,955"
04/23/2021,"51,597","52,220","47,657","50,620"
04/22/2021,"55,029","55,410","51,515","51,843"
04/21/2021,"56,781","57,079","54,346","55,029"
04/20/2021,"56,175","57,035","53,463","56,852"
04/19/2021,"56,231","57,554","54,305","56,175"
04/18/2021,"60,843","60,966","51,907","56,239"
04/17/2021,"61,977","62,490","59,747","60,843"
04/16/2021,"63,381","63,769","60,081","61,962"
04/15/2021,"62,403","63,649","62,034","63,381"
04/14/2021,"63,196","64,788","61,368","62,357"
04/13/2021,"60,000","63,621","59,783","63,196"
04/12/2021,"59,607","61,224","59,429","60,011"
04/11/2021,"58,606","60,649","58,599","59,607"
04/10/2021,"58,354","61,197","57,876","58,621"
04/09/2021,"57,677","58,879","57,473","58,354"
04/08/2021,"56,221","58,134","55,752","57,681"
04/07/2021,"58,244","58,624","55,494","56,157"
04/06/2021,"58,800","59,469","57,391","58,244"
04/05/2021,"58,030","59,231","56,886","58,810"
04/04/2021,"58,038","58,463","56,504","58,030"
04/03/2021,"58,655","59,797","57,848","58,063"
04/02/2021,"58,862","60,118","58,526","58,655"
04/01/2021,"58,932","59,441","58,021","58,855"
03/31/2021,"58,671","59,831","57,054","58,932"
03/30/2021,"57,250","59,408","57,078","58,671"
03/29/2021,"54,863","58,335","54,830","57,176"
03/28/2021,"55,909","56,616","54,740","54,863"
03/27/2021,"54,014","56,254","53,986","55,916"
03/26/2021,"51,989","54,262","51,309","54,014"
03/25/2021,"54,175","54,175","50,485","51,989"
03/24/2021,"54,445","57,159","53,294","54,175"
03/23/2021,"54,610","55,816","53,100","54,346"
03/22/2021,"57,788","58,373","54,316","54,610"
03/21/2021,"58,466","58,792","55,578","57,792"
03/20/2021,"58,404","59,909","57,890","58,466"
03/19/2021,"57,533","59,436","56,303","58,426"
03/18/2021,"57,706","60,040","57,145","57,533"
03/17/2021,"56,392","58,197","54,298","57,834"
03/16/2021,"56,398","56,952","53,311","56,379"
03/15/2021,"60,259","60,738","55,030","56,398"
03/14/2021,"61,002","61,674","59,348","60,173"
03/13/2021,"56,990","61,732","56,144","61,002"
03/12/2021,"57,721","58,118","55,160","56,981"
03/11/2021,"56,954","57,918","54,416","57,721"
03/10/2021,"54,313","57,357","53,235","56,932"
03/09/2021,"51,883","54,818","51,448","54,313"
03/08/2021,"50,104","51,949","49,368","51,896"
03/07/2021,"48,592","51,343","48,552","50,104"
03/06/2021,"49,138","49,391","47,147","48,583"
03/05/2021,"47,917","49,442","46,472","49,138"
03/04/2021,"50,952","51,777","47,555","47,924"
03/03/2021,"47,466","52,564","47,422","50,952"
03/02/2021,"48,844","50,200","47,144","47,477"
03/01/2021,"45,254","49,412","44,970","48,844"
02/28/2021,"46,844","46,859","43,197","45,255"
02/27/2021,"45,680","48,321","45,118","46,844"
02/26/2021,"48,199","48,821","44,246","45,621"
02/25/2021,"48,720","52,054","48,119","48,199"
02/24/2021,"48,084","51,337","47,039","48,720"
02/23/2021,"54,919","55,032","45,212","48,016"
02/22/2021,"57,332","57,616","48,034","54,919"
02/21/2021,"56,523","58,315","54,040","57,332"
02/20/2021,"55,493","57,485","55,101","56,501"
02/19/2021,"52,051","56,211","50,880","55,493"
02/18/2021,"52,333","52,524","51,023","52,059"
02/17/2021,"48,607","52,619","48,590","52,333"
02/16/2021,"48,183","50,513","47,186","48,642"
02/15/2021,"48,840","49,277","45,944","48,183"
02/14/2021,"47,210","49,698","46,954","48,921"
02/13/2021,"47,962","48,143","46,342","47,210"
02/12/2021,"46,943","48,842","46,438","47,853"
02/11/2021,"45,050","48,593","44,090","46,943"
02/10/2021,"47,357","47,357","43,783","45,039"
02/09/2021,"44,692","48,219","44,356","47,357"
02/08/2021,"38,610","44,797","38,085","44,797"
02/07/2021,"40,085","40,481","37,422","38,610"
02/06/2021,"37,853","40,972","37,714","40,103"
02/05/2021,"37,687","38,325","36,642","37,853"
02/04/2021,"37,284","38,725","36,281","37,712"
02/03/2021,"35,710","37,450","35,473","37,284"
02/02/2021,"33,667","35,982","33,470","35,686"
02/01/2021,"32,608","34,698","32,397","33,667"
01/31/2021,"34,649","34,789","32,237","32,626"
01/30/2021,"34,642","35,344","32,880","34,649"
01/29/2021,"33,274","38,641","32,002","34,715"
01/28/2021,"30,941","33,286","29,970","33,274"
01/27/2021,"31,993","32,879","29,288","31,030"
01/26/2021,"32,681","32,812","30,921","31,993"
01/25/2021,"31,934","34,860","31,731","32,643"
01/24/2021,"32,399","33,069","31,012","31,934"
01/23/2021,"33,375","33,642","31,471","32,340"
01/22/2021,"31,275","33,842","28,898","33,375"
01/21/2021,"34,919","35,664","31,048","31,275"
01/20/2021,"36,494","36,788","33,487","34,892"
01/19/2021,"36,252","37,843","36,170","36,494"
01/18/2021,"36,530","37,433","34,841","36,255"
01/17/2021,"35,935","36,828","33,928","36,530"
01/16/2021,"36,324","37,938","35,624","35,785"
01/15/2021,"38,757","39,673","34,446","36,324"
01/14/2021,"37,248","40,030","36,799","38,863"
01/13/2021,"34,736","37,358","32,466","37,248"
01/12/2021,"34,088","36,612","32,585","34,766"
01/11/2021,"37,984","38,931","30,323","34,184"
01/10/2021,"40,802","41,423","35,193","37,984"
01/09/2021,"39,927","41,401","38,775","40,769"
01/08/2021,"39,596","41,958","36,722","39,927"
01/07/2021,"35,934","40,358","35,806","39,596"
01/06/2021,"33,788","36,452","33,478","35,848"
01/05/2021,"31,029","34,221","29,991","33,788"
01/04/2021,"33,581","33,649","28,258","31,027"
01/03/2021,"31,714","34,524","31,494","33,581"
01/02/2021,"29,243","33,219","29,050","31,690"
01/01/2021,"28,965","29,650","28,754","29,259"
